Constellation,Epoch,Satellite_ID,X,Y,Z,vX,vY,vZ
CENTISPACE,2025-03-31 12:10:00,90047,-6714.791302197678,2435.945631863132,-2819.2020514236146,-1.2601651536010918,-6.569134685008981,-2.679712181796422
CENTISPACE,2025-03-31 12:10:30,90047,-6779.721831460032,2038.1458359816575,-2975.4231932361827,-0.9036208936570689,-6.687346897593471,-2.526266418014288
CENTISPACE,2025-03-31 12:11:00,90047,-6823.169464826999,1633.887751204837,-3122.194955967179,-0.5442584307708659,-6.784355355345758,-2.3648175237685267
CENTISPACE,2025-03-31 12:11:30,90047,-6844.999206068256,1224.4529909676978,-3259.0524427929336,-0.18321520756752324,-6.859858434113883,-2.1958793252285234
CENTISPACE,2025-03-31 12:12:00,90047,-6845.144458743433,811.1392301695738,-3385.5622944893184,0.17836681755434622,-6.913622483257723,-2.0199889499332446
CENTISPACE,2025-03-31 12:12:30,90047,-6823.607189912754,395.25610737671127,-3501.3240362659344,0.5393447399313248,-6.945482435628802,-1.8377051069243078
CENTISPACE,2025-03-31 12:13:00,90047,-6780.457880069184,-21.878903225421993,-3605.9713196182133,0.8985782636847145,-6.95534220639888,-1.6496063095333406
CENTISPACE,2025-03-31 12:13:30,90047,-6715.835260461255,-438.94463750734974,-3699.173055933226,1.2549332324599978,-6.943174882537133,-1.4562890466676588
CENTISPACE,2025-03-31 12:14:00,90047,-6629.945839551218,-854.6203922009569,-3780.63443893597,1.6072851264978205,-6.909022705195868,-1.2583659083169707
CENTISPACE,2025-03-31 12:14:30,90047,-6523.063220899771,-1267.590068483353,-3850.0978534044175,1.9545225171509684,-6.852996847641549,-1.0564636708659254
CENTISPACE,2025-03-31 12:15:00,90047,-6395.527122928236,-1676.5465687532126,-3907.3437021627396,2.295550696769301,-6.775276932330055,-0.851221209044109
CENTISPACE,2025-03-31 12:15:30,90047,-6247.742644588295,-2080.1947950331732,-3952.1909355822863,2.6292941125373686,-6.67611063204229,-0.6432880698357497
CENTISPACE,2025-03-31 12:16:00,90047,-6080.178462793492,-2477.2573452539764,-3984.4978374587663,2.9547010174975537,-6.555812539991168,-0.43332164278955154
