Reference,Constellation,Epoch,Satellite_ID,E,N,U
Neony,GNSS,2025-03-31 12:30:30,G24,21741989.264198817,-7386474.8549395,-19919395.146195237
Neony,GNSS,2025-03-31 12:31:00,G24,21780668.25486956,-7312631.586816335,-19891767.62254445
Neony,GNSS,2025-03-31 12:31:30,G24,21819347.24554031,-7238788.318693175,-19864140.09889366
Neony,GNSS,2025-03-31 12:32:00,G24,21858026.236211058,-7164945.050570014,-19836512.57524287
Neony,GNSS,2025-03-31 12:32:30,G24,21896705.22688181,-7091101.782446854,-19808885.05159208
Neony,GNSS,2025-03-31 12:33:00,G24,21935384.217552558,-7017258.514323693,-19781257.527941294
Neony,GNSS,2025-03-31 12:33:30,G24,21974063.208223306,-6943415.246200529,-19753630.0042905
Neony,GNSS,2025-03-31 12:34:00,G24,22012742.19889405,-6869571.978077368,-19726002.48063971
Neony,GNSS,2025-03-31 12:34:30,G24,22051421.189564798,-6795728.709954209,-19698374.956988923
Neony,GNSS,2025-03-31 12:35:00,G24,22090100.180235542,-6721885.441831044,-19670747.43333813
Neony,GNSS,2025-03-31 12:35:30,G24,22127361.864660174,-6647942.538522301,-19639649.564880703
Neony,GNSS,2025-03-31 12:36:00,G24,22164623.5490848,-6573999.63521356,-19608551.696423274
Neony,GNSS,2025-03-31 12:36:30,G24,22201885.233509433,-6500056.731904819,-19577453.82796584
Neony,GNSS,2025-03-31 12:37:00,G24,22239146.91793406,-6426113.828596077,-19546355.95950841
Neony,GNSS,2025-03-31 12:37:30,G24,22276408.602358684,-6352170.925287333,-19515258.091050982
Neony,GNSS,2025-03-31 12:38:00,G24,22313670.286783315,-6278228.02197859,-19484160.22259355
Neony,GNSS,2025-03-31 12:38:30,G24,22350931.971207943,-6204285.118669847,-19453062.35413612
Neony,GNSS,2025-03-31 12:39:00,G24,22388193.655632574,-6130342.215361104,-19421964.485678688
Neony,GNSS,2025-03-31 12:39:30,G24,22425455.3400572,-6056399.312052361,-19390866.61722126
Neony,GNSS,2025-03-31 12:40:00,G24,22462717.02448183,-5982456.408743617,-19359768.74876383
Neony,GNSS,2025-03-31 12:40:30,G24,22498407.84993858,-5908486.462003946,-19325306.67287065
Neony,GNSS,2025-03-31 12:41:00,G24,22534098.675395336,-5834516.515264275,-19290844.596977476
Neony,GNSS,2025-03-31 12:41:30,G24,22569789.50085209,-5760546.568524602,-19256382.5210843
Neony,GNSS,2025-03-31 12:42:00,G24,22605480.326308843,-5686576.62178493,-19221920.445191123
Neony,GNSS,2025-03-31 12:42:30,G24,22641171.151765592,-5612606.675045258,-19187458.369297948
Neony,GNSS,2025-03-31 12:43:00,G24,22676861.97722235,-5538636.728305586,-19152996.29340477
Neony,GNSS,2025-03-31 12:43:30,G24,22712552.802679103,-5464666.781565914,-19118534.217511594
Neony,GNSS,2025-03-31 12:44:00,G24,22748243.628135853,-5390696.834826241,-19084072.14161842
Neony,GNSS,2025-03-31 12:44:30,G24,22783934.453592606,-5316726.88808657,-19049610.065725245
Neony,GNSS,2025-03-31 12:45:00,G24,22819625.279049356,-5242756.941346898,-19015147.98983207
Neony,GNSS,2025-03-31 12:45:30,G24,22853594.173108693,-5168828.759280993,-18977437.994633745
Neony,GNSS,2025-03-31 12:46:00,G24,22887563.067168027,-5094900.57721509,-18939727.999435425
Neony,GNSS,2025-03-31 12:46:30,G24,22921531.961227365,-5020972.395149187,-18902018.004237104
Neony,GNSS,2025-03-31 12:47:00,G24,22955500.8552867,-4947044.213083284,-18864308.009038784
Neony,GNSS,2025-03-31 12:47:30,G24,22989469.749346036,-4873116.031017378,-18826598.01384046
Neony,GNSS,2025-03-31 12:48:00,G24,23023438.643405367,-4799187.848951476,-18788888.01864214
Neony,GNSS,2025-03-31 12:48:30,G24,23057407.5374647,-4725259.666885571,-18751178.023443818
Neony,GNSS,2025-03-31 12:49:00,G24,23091376.43152404,-4651331.484819667,-18713468.028245494
Neony,GNSS,2025-03-31 12:49:30,G24,23125345.325583372,-4577403.302753764,-18675758.033047177
Neony,GNSS,2025-03-31 12:50:00,G24,23159314.21964271,-4503475.120687863,-18638048.037848853
Neony,GNSS,2025-03-31 12:50:30,G24,23191413.24313778,-4429653.698214578,-18597216.324096266
Neony,GNSS,2025-03-31 12:51:00,G24,23223512.266632855,-4355832.275741297,-18556384.610343684
Neony,GNSS,2025-03-31 12:51:30,G24,23255611.290127926,-4282010.853268013,-18515552.8965911
Neony,GNSS,2025-03-31 12:52:00,G24,23287710.313622996,-4208189.430794734,-18474721.182838514
Neony,GNSS,2025-03-31 12:52:30,G24,23319809.33711807,-4134368.008321453,-18433889.46908593
Neony,GNSS,2025-03-31 12:53:00,G24,23351908.36061315,-4060546.5858481713,-18393057.755333345
Neony,GNSS,2025-03-31 12:53:30,G24,23384007.384108216,-3986725.1633748896,-18352226.041580763
Neony,GNSS,2025-03-31 12:54:00,G24,23416106.407603286,-3912903.7409016085,-18311394.327828176
Neony,GNSS,2025-03-31 12:54:30,G24,23448205.43109836,-3839082.318428328,-18270562.614075594
Neony,GNSS,2025-03-31 12:55:00,G24,23480304.454593435,-3765260.8959550443,-18229730.900323007
Neony,GNSS,2025-03-31 12:00:00,G25,14452396.341950152,-21701913.559079204,-206932.5227815528
Neony,GNSS,2025-03-31 12:00:30,G25,14448435.516436707,-21728587.640618086,-294611.42194804264
Neony,GNSS,2025-03-31 12:01:00,G25,14444474.690923259,-21755261.722156964,-382290.3211145277
Neony,GNSS,2025-03-31 12:01:30,G25,14440513.86540981,-21781935.80369585,-469969.2202810157
Neony,GNSS,2025-03-31 12:02:00,G25,14436553.039896362,-21808609.885234725,-557648.1194475007
Neony,GNSS,2025-03-31 12:02:30,G25,14432592.214382917,-21835283.966773607,-645327.0186139876
Neony,GNSS,2025-03-31 12:03:00,G25,14428631.388869464,-21861958.04831249,-733005.9177804737
Neony,GNSS,2025-03-31 12:03:30,G25,14424670.56335602,-21888632.12985137,-820684.8169469606
Neony,GNSS,2025-03-31 12:04:00,G25,14420709.737842571,-21915306.21139025,-908363.7161134486
Neony,GNSS,2025-03-31 12:04:30,G25,14416748.912329122,-21941980.29292913,-996042.6152799337
Neony,GNSS,2025-03-31 12:05:00,G25,14412788.086815674,-21968654.374468014,-1083721.5144464236
Neony,GNSS,2025-03-31 12:05:30,G25,14408401.970179887,-21991856.81190606,-1171883.6749162588
Neony,GNSS,2025-03-31 12:06:00,G25,14404015.853544097,-22015059.2493441,-1260045.835386096
Neony,GNSS,2025-03-31 12:06:30,G25,14399629.736908317,-22038261.686782144,-1348207.9958559312
Neony,GNSS,2025-03-31 12:07:00,G25,14395243.620272527,-22061464.12422019,-1436370.1563257684
Neony,GNSS,2025-03-31 12:07:30,G25,14390857.50363674,-22084666.561658233,-1524532.3167956055
Neony,GNSS,2025-03-31 12:08:00,G25,14386471.387000952,-22107868.999096278,-1612694.4772654409
Neony,GNSS,2025-03-31 12:08:30,G25,14382085.270365166,-22131071.436534323,-1700856.6377352779
Neony,GNSS,2025-03-31 12:09:00,G25,14377699.153729377,-22154273.873972367,-1789018.7982051151
Neony,GNSS,2025-03-31 12:09:30,G25,14373313.037093591,-22177476.311410412,-1877180.9586749503
Neony,GNSS,2025-03-31 12:10:00,G25,14368926.920457805,-22200678.748848457,-1965343.1191447875
Neony,GNSS,2025-03-31 12:10:30,G25,14364254.818946771,-22220344.380816333,-2053844.7205337347
Neony,GNSS,2025-03-31 12:11:00,G25,14359582.717435734,-22240010.012784217,-2142346.321922683
Neony,GNSS,2025-03-31 12:11:30,G25,14354910.615924701,-22259675.644752096,-2230847.9233116303
Neony,GNSS,2025-03-31 12:12:00,G25,14350238.514413666,-22279341.276719972,-2319349.5247005774
Neony,GNSS,2025-03-31 12:12:30,G25,14345566.412902629,-22299006.908687852,-2407851.1260895226
Neony,GNSS,2025-03-31 12:13:00,G25,14340894.311391594,-22318672.54065573,-2496352.7274784716
Neony,GNSS,2025-03-31 12:13:30,G25,14336222.209880559,-22338338.17262361,-2584854.328867417
Neony,GNSS,2025-03-31 12:14:00,G25,14331550.108369527,-22358003.804591488,-2673355.930256367
Neony,GNSS,2025-03-31 12:14:30,G25,14326878.006858494,-22377669.436559368,-2761857.5316453143
Neony,GNSS,2025-03-31 12:15:00,G25,14322205.905347455,-22397335.068527248,-2850359.1330342595
Neony,GNSS,2025-03-31 12:15:30,G25,14317385.406035319,-22413408.75840493,-2939053.167324542
Neony,GNSS,2025-03-31 12:16:00,G25,14312564.906723185,-22429482.44828261,-3027747.2016148223
Neony,GNSS,2025-03-31 12:16:30,G25,14307744.407411054,-22445556.138160296,-3116441.235905103
Neony,GNSS,2025-03-31 12:17:00,G25,14302923.908098921,-22461629.828037977,-3205135.270195386
Neony,GNSS,2025-03-31 12:17:30,G25,14298103.408786783,-22477703.517915662,-3293829.304485667
Neony,GNSS,2025-03-31 12:18:00,G25,14293282.909474649,-22493777.207793348,-3382523.3387759496
Neony,GNSS,2025-03-31 12:18:30,G25,14288462.410162518,-22509850.89767103,-3471217.3730662307
Neony,GNSS,2025-03-31 12:19:00,G25,14283641.91085038,-22525924.587548714,-3559911.4073565113
Neony,GNSS,2025-03-31 12:19:30,G25,14278821.411538247,-22541998.2774264,-3648605.4416467943
Neony,GNSS,2025-03-31 12:20:00,G25,14274000.912226113,-22558071.967304077,-3737299.475937074
Neony,GNSS,2025-03-31 12:20:30,G25,14269167.26463527,-22570508.62446941,-3826036.035597965
Neony,GNSS,2025-03-31 12:21:00,G25,14264333.617044427,-22582945.281634744,-3914772.595258856
Neony,GNSS,2025-03-31 12:21:30,G25,14259499.969453592,-22595381.938800074,-4003509.1549197426
Neony,GNSS,2025-03-31 12:22:00,G25,14254666.32186275,-22607818.595965404,-4092245.7145806337
Neony,GNSS,2025-03-31 12:22:30,G25,14249832.67427191,-22620255.253130734,-4180982.274241522
Neony,GNSS,2025-03-31 12:23:00,G25,14244999.026681067,-22632691.910296064,-4269718.833902408
Neony,GNSS,2025-03-31 12:23:30,G25,14240165.37909023,-22645128.567461397,-4358455.393563299
Neony,GNSS,2025-03-31 12:24:00,G25,14235331.731499389,-22657565.224626727,-4447191.9532241905
Neony,GNSS,2025-03-31 12:24:30,G25,14230498.083908549,-22670001.88179206,-4535928.51288508
Neony,GNSS,2025-03-31 12:25:00,G25,14225664.436317706,-22682438.53895739,-4624665.072545968
Neony,GNSS,2025-03-31 12:25:30,G25,14220949.946112169,-22691203.105465513,-4713291.655874616
Neony,GNSS,2025-03-31 12:26:00,G25,14216235.455906631,-22699967.67197364,-4801918.23920326
Neony,GNSS,2025-03-31 12:26:30,G25,14211520.965701096,-22708732.23848176,-4890544.82253191
Neony,GNSS,2025-03-31 12:27:00,G25,14206806.475495555,-22717496.804989886,-4979171.405860557
Neony,GNSS,2025-03-31 12:27:30,G25,14202091.985290017,-22726261.37149801,-5067797.989189206
Neony,GNSS,2025-03-31 12:28:00,G25,14197377.49508448,-22735025.938006133,-5156424.57251785
Neony,GNSS,2025-03-31 12:28:30,G25,14192663.004878942,-22743790.504514262,-5245051.155846501
Neony,GNSS,2025-03-31 12:29:00,G25,14187948.514673403,-22752555.071022384,-5333677.739175147
Neony,GNSS,2025-03-31 12:29:30,G25,14183234.024467861,-22761319.637530506,-5422304.322503795
Neony,GNSS,2025-03-31 12:30:00,G25,14178519.534262324,-22770084.20403863,-5510930.905832443
Neony,GNSS,2025-03-31 12:30:30,G25,14174052.971745048,-22775151.609720625,-5599292.738389283
Neony,GNSS,2025-03-31 12:31:00,G25,14169586.409227775,-22780219.01540262,-5687654.570946123
Neony,GNSS,2025-03-31 12:31:30,G25,14165119.846710498,-22785286.421084613,-5776016.403502966
Neony,GNSS,2025-03-31 12:32:00,G25,14160653.284193225,-22790353.826766606,-5864378.236059804
Neony,GNSS,2025-03-31 12:32:30,G25,14156186.72167595,-22795421.2324486,-5952740.0686166445
Neony,GNSS,2025-03-31 12:33:00,G25,14151720.159158677,-22800488.638130594,-6041101.9011734845
Neony,GNSS,2025-03-31 12:33:30,G25,14147253.596641397,-22805556.043812588,-6129463.733730327
Neony,GNSS,2025-03-31 12:34:00,G25,14142787.034124125,-22810623.44949458,-6217825.566287168
Neony,GNSS,2025-03-31 12:34:30,G25,14138320.471606847,-22815690.855176575,-6306187.398844008
Neony,GNSS,2025-03-31 12:35:00,G25,14133853.909089573,-22820758.26085857,-6394549.2314008465
Neony,GNSS,2025-03-31 12:35:30,G25,14129759.934986139,-22822113.34493773,-6482489.604302529
Neony,GNSS,2025-03-31 12:36:00,G25,14125665.96088271,-22823468.429016896,-6570429.977204209
Neony,GNSS,2025-03-31 12:36:30,G25,14121571.986779282,-22824823.513096057,-6658370.350105891
Neony,GNSS,2025-03-31 12:37:00,G25,14117478.012675848,-22826178.59717522,-6746310.72300757
Neony,GNSS,2025-03-31 12:37:30,G25,14113384.038572421,-22827533.681254383,-6834251.095909247
Neony,GNSS,2025-03-31 12:38:00,G25,14109290.064468987,-22828888.76533354,-6922191.468810931
Neony,GNSS,2025-03-31 12:38:30,G25,14105196.090365557,-22830243.849412706,-7010131.84171261
Neony,GNSS,2025-03-31 12:39:00,G25,14101102.116262123,-22831598.933491867,-7098072.214614293
Neony,GNSS,2025-03-31 12:39:30,G25,14097008.142158696,-22832954.017571032,-7186012.587515973
Neony,GNSS,2025-03-31 12:40:00,G25,14092914.168055262,-22834309.101650193,-7273952.96041765
Neony,GNSS,2025-03-31 12:40:30,G25,14089312.777949587,-22831946.503485527,-7361313.582226319
Neony,GNSS,2025-03-31 12:41:00,G25,14085711.387843909,-22829583.905320864,-7448674.204034985
Neony,GNSS,2025-03-31 12:41:30,G25,14082109.997738235,-22827221.3071562,-7536034.825843653
Neony,GNSS,2025-03-31 12:42:00,G25,14078508.607632555,-22824858.70899154,-7623395.4476523185
Neony,GNSS,2025-03-31 12:42:30,G25,14074907.217526877,-22822496.110826872,-7710756.069460984
Neony,GNSS,2025-03-31 12:43:00,G25,14071305.827421198,-22820133.512662206,-7798116.691269653
Neony,GNSS,2025-03-31 12:43:30,G25,14067704.437315524,-22817770.914497543,-7885477.313078318
Neony,GNSS,2025-03-31 12:44:00,G25,14064103.047209846,-22815408.316332877,-7972837.934886987
Neony,GNSS,2025-03-31 12:44:30,G25,14060501.65710417,-22813045.718168214,-8060198.556695653
Neony,GNSS,2025-03-31 12:45:00,G25,14056900.266998492,-22810683.120003548,-8147559.178504318
Neony,GNSS,2025-03-31 12:45:30,G25,14053906.257176053,-22804607.138949472,-8234180.542520788
Neony,GNSS,2025-03-31 12:46:00,G25,14050912.24735361,-22798531.157895397,-8320801.906537262
Neony,GNSS,2025-03-31 12:46:30,G25,14047918.237531172,-22792455.17684132,-8407423.270553729
Neony,GNSS,2025-03-31 12:47:00,G25,14044924.22770873,-22786379.19578724,-8494044.634570198
Neony,GNSS,2025-03-31 12:47:30,G25,14041930.217886291,-22780303.214733165,-8580665.998586668
Neony,GNSS,2025-03-31 12:48:00,G25,14038936.208063854,-22774227.233679086,-8667287.362603137
Neony,GNSS,2025-03-31 12:48:30,G25,14035942.198241409,-22768151.25262501,-8753908.726619609
Neony,GNSS,2025-03-31 12:49:00,G25,14032948.188418971,-22762075.271570936,-8840530.090636076
Neony,GNSS,2025-03-31 12:49:30,G25,14029954.178596534,-22755999.29051686,-8927151.454652544
Neony,GNSS,2025-03-31 12:50:00,G25,14026960.16877409,-22749923.30946278,-9013772.818669014
Neony,GNSS,2025-03-31 12:50:30,G25,14024682.625197573,-22740147.73580754,-9099494.58289056
Neony,GNSS,2025-03-31 12:51:00,G25,14022405.081621055,-22730372.1621523,-9185216.347112108
Neony,GNSS,2025-03-31 12:51:30,G25,14020127.538044538,-22720596.588497065,-9270938.111333655
Neony,GNSS,2025-03-31 12:52:00,G25,14017849.994468022,-22710821.014841825,-9356659.8755552
Neony,GNSS,2025-03-31 12:52:30,G25,14015572.450891504,-22701045.44118659,-9442381.639776751
Neony,GNSS,2025-03-31 12:53:00,G25,14013294.907314986,-22691269.867531348,-9528103.403998295
Neony,GNSS,2025-03-31 12:53:30,G25,14011017.36373847,-22681494.293876108,-9613825.168219842
Neony,GNSS,2025-03-31 12:54:00,G25,14008739.820161952,-22671718.720220868,-9699546.93244139
Neony,GNSS,2025-03-31 12:54:30,G25,14006462.276585435,-22661943.146565627,-9785268.696662936
Neony,GNSS,2025-03-31 12:55:00,G25,14004184.73300892,-22652167.572910395,-9870990.460884484
Neony,GNSS,2025-03-31 12:00:00,G26,-7816059.21019033,-3791410.8618439343,18732658.769037664
Neony,GNSS,2025-03-31 12:00:30,G26,-7792177.293733895,-3874117.916520746,18727266.8207898
Neony,GNSS,2025-03-31 12:01:00,G26,-7768295.377277462,-3956824.9711975595,18721874.872541934
Neony,GNSS,2025-03-31 12:01:30,G26,-7744413.460821027,-4039532.0258743665,18716482.92429407
Neony,GNSS,2025-03-31 12:02:00,G26,-7720531.544364593,-4122239.08055118,18711090.97604621
Neony,GNSS,2025-03-31 12:02:30,G26,-7696649.627908158,-4204946.135227989,18705699.027798343
Neony,GNSS,2025-03-31 12:03:00,G26,-7672767.711451725,-4287653.189904799,18700307.07955048
Neony,GNSS,2025-03-31 12:03:30,G26,-7648885.79499529,-4370360.244581611,18694915.13130261
Neony,GNSS,2025-03-31 12:04:00,G26,-7625003.878538856,-4453067.29925842,18689523.18305475
Neony,GNSS,2025-03-31 12:04:30,G26,-7601121.962082423,-4535774.353935238,18684131.234806884
Neony,GNSS,2025-03-31 12:05:00,G26,-7577240.045625989,-4618481.408612046,18678739.28655902
Neony,GNSS,2025-03-31 12:05:30,G26,-7554902.592134111,-4701808.972481687,18669775.56690532
Neony,GNSS,2025-03-31 12:06:00,G26,-7532565.138642232,-4785136.536351324,18660811.847251624
Neony,GNSS,2025-03-31 12:06:30,G26,-7510227.685150355,-4868464.100220965,18651848.127597924
Neony,GNSS,2025-03-31 12:07:00,G26,-7487890.231658476,-4951791.664090603,18642884.40794423
Neony,GNSS,2025-03-31 12:07:30,G26,-7465552.778166599,-5035119.22796024,18633920.68829053
Neony,GNSS,2025-03-31 12:08:00,G26,-7443215.324674721,-5118446.791829881,18624956.968636833
Neony,GNSS,2025-03-31 12:08:30,G26,-7420877.871182841,-5201774.355699515,18615993.248983134
Neony,GNSS,2025-03-31 12:09:00,G26,-7398540.417690964,-5285101.919569158,18607029.529329434
Neony,GNSS,2025-03-31 12:09:30,G26,-7376202.964199087,-5368429.483438797,18598065.809675742
Neony,GNSS,2025-03-31 12:10:00,G26,-7353865.510707208,-5451757.047308431,18589102.090022042
Neony,GNSS,2025-03-31 12:10:30,G26,-7333026.131563943,-5535517.410751962,18576565.84056523
Neony,GNSS,2025-03-31 12:11:00,G26,-7312186.752420675,-5619277.774195487,18564029.591108426
Neony,GNSS,2025-03-31 12:11:30,G26,-7291347.373277411,-5703038.137639015,18551493.341651622
Neony,GNSS,2025-03-31 12:12:00,G26,-7270507.994134144,-5786798.501082542,18538957.09219481
Neony,GNSS,2025-03-31 12:12:30,G26,-7249668.614990879,-5870558.864526071,18526420.842738006
Neony,GNSS,2025-03-31 12:13:00,G26,-7228829.235847612,-5954319.227969594,18513884.5932812
Neony,GNSS,2025-03-31 12:13:30,G26,-7207989.856704346,-6038079.591413125,18501348.34382439
Neony,GNSS,2025-03-31 12:14:00,G26,-7187150.477561079,-6121839.95485665,18488812.09436758
Neony,GNSS,2025-03-31 12:14:30,G26,-7166311.098417813,-6205600.318300173,18476275.844910774
Neony,GNSS,2025-03-31 12:15:00,G26,-7145471.719274547,-6289360.681743704,18463739.595453963
Neony,GNSS,2025-03-31 12:15:30,G26,-7126075.4663197175,-6373366.72370756,18447637.60837542
Neony,GNSS,2025-03-31 12:16:00,G26,-7106679.213364889,-6457372.765671418,18431535.621296875
Neony,GNSS,2025-03-31 12:16:30,G26,-7087282.96041006,-6541378.807635277,18415433.634218328
Neony,GNSS,2025-03-31 12:17:00,G26,-7067886.707455232,-6625384.849599134,18399331.647139784
Neony,GNSS,2025-03-31 12:17:30,G26,-7048490.454500402,-6709390.891562995,18383229.660061236
Neony,GNSS,2025-03-31 12:18:00,G26,-7029094.201545574,-6793396.933526851,18367127.672982696
Neony,GNSS,2025-03-31 12:18:30,G26,-7009697.948590744,-6877402.975490709,18351025.685904153
Neony,GNSS,2025-03-31 12:19:00,G26,-6990301.695635917,-6961409.017454571,18334923.698825605
Neony,GNSS,2025-03-31 12:19:30,G26,-6970905.442681088,-7045415.059418427,18318821.71174706
Neony,GNSS,2025-03-31 12:20:00,G26,-6951509.189726259,-7129421.101382285,18302719.724668518
Neony,GNSS,2025-03-31 12:20:30,G26,-6933492.881515106,-7213486.875103769,18283066.48191193
Neony,GNSS,2025-03-31 12:21:00,G26,-6915476.573303953,-7297552.64882525,18263413.23915535
Neony,GNSS,2025-03-31 12:21:30,G26,-6897460.2650928,-7381618.422546733,18243759.996398762
Neony,GNSS,2025-03-31 12:22:00,G26,-6879443.956881647,-7465684.196268218,18224106.753642175
Neony,GNSS,2025-03-31 12:22:30,G26,-6861427.648670495,-7549749.969989699,18204453.51088559
Neony,GNSS,2025-03-31 12:23:00,G26,-6843411.340459341,-7633815.743711182,18184800.268129006
Neony,GNSS,2025-03-31 12:23:30,G26,-6825395.032248189,-7717881.517432664,18165147.025372423
Neony,GNSS,2025-03-31 12:24:00,G26,-6807378.724037036,-7801947.291154149,18145493.782615837
Neony,GNSS,2025-03-31 12:24:30,G26,-6789362.415825883,-7886013.06487563,18125840.53985925
Neony,GNSS,2025-03-31 12:25:00,G26,-6771346.1076147305,-7970078.838597116,18106187.297102664
Neony,GNSS,2025-03-31 12:25:30,G26,-6754638.690104888,-8054020.142869682,18083005.08787289
Neony,GNSS,2025-03-31 12:26:00,G26,-6737931.272595047,-8137961.447142253,18059822.87864311
Neony,GNSS,2025-03-31 12:26:30,G26,-6721223.855085205,-8221902.7514148215,18036640.669413332
Neony,GNSS,2025-03-31 12:27:00,G26,-6704516.437575363,-8305844.0556873875,18013458.46018355
Neony,GNSS,2025-03-31 12:27:30,G26,-6687809.020065522,-8389785.359959958,17990276.25095377
Neony,GNSS,2025-03-31 12:28:00,G26,-6671101.60255568,-8473726.664232528,17967094.041723993
Neony,GNSS,2025-03-31 12:28:30,G26,-6654394.185045837,-8557667.968505096,17943911.83249421
Neony,GNSS,2025-03-31 12:29:00,G26,-6637686.767535996,-8641609.27277766,17920729.623264436
Neony,GNSS,2025-03-31 12:29:30,G26,-6620979.350026155,-8725550.577050233,17897547.414034657
Neony,GNSS,2025-03-31 12:30:00,G26,-6604271.932516312,-8809491.881322801,17874365.20480488
Neony,GNSS,2025-03-31 12:30:30,G26,-6588794.874031682,-8893126.81411611,17847684.220739875
Neony,GNSS,2025-03-31 12:31:00,G26,-6573317.81554705,-8976761.746909415,17821003.23667487
Neony,GNSS,2025-03-31 12:31:30,G26,-6557840.757062418,-9060396.679702723,17794322.252609864
Neony,GNSS,2025-03-31 12:32:00,G26,-6542363.698577786,-9144031.612496031,17767641.268544856
Neony,GNSS,2025-03-31 12:32:30,G26,-6526886.640093155,-9227666.54528934,17740960.284479853
Neony,GNSS,2025-03-31 12:33:00,G26,-6511409.581608524,-9311301.478082648,17714279.30041485
Neony,GNSS,2025-03-31 12:33:30,G26,-6495932.523123892,-9394936.410875956,17687598.316349845
Neony,GNSS,2025-03-31 12:34:00,G26,-6480455.46463926,-9478571.343669264,17660917.332284838
Neony,GNSS,2025-03-31 12:34:30,G26,-6464978.406154629,-9562206.27646257,17634236.34821983
Neony,GNSS,2025-03-31 12:35:00,G26,-6449501.347669997,-9645841.209255878,17607555.364154827
Neony,GNSS,2025-03-31 12:35:30,G26,-6435169.062694979,-9728990.702934885,17577413.77143282
Neony,GNSS,2025-03-31 12:36:00,G26,-6420836.7777199615,-9812140.196613897,17547272.178710815
Neony,GNSS,2025-03-31 12:36:30,G26,-6406504.492744943,-9895289.690292906,17517130.58598881
Neony,GNSS,2025-03-31 12:37:00,G26,-6392172.207769926,-9978439.183971915,17486988.993266806
Neony,GNSS,2025-03-31 12:37:30,G26,-6377839.922794906,-10061588.677650923,17456847.4005448
Neony,GNSS,2025-03-31 12:38:00,G26,-6363507.637819889,-10144738.171329932,17426705.807822794
Neony,GNSS,2025-03-31 12:38:30,G26,-6349175.35284487,-10227887.665008938,17396564.215100788
Neony,GNSS,2025-03-31 12:39:00,G26,-6334843.067869851,-10311037.158687947,17366422.62237878
Neony,GNSS,2025-03-31 12:39:30,G26,-6320510.782894833,-10394186.652366955,17336281.029656775
Neony,GNSS,2025-03-31 12:40:00,G26,-6306178.497919816,-10477336.146045966,17306139.436934773
Neony,GNSS,2025-03-31 12:40:30,G26,-6292898.801542531,-10559824.48137906,17272583.425747924
Neony,GNSS,2025-03-31 12:41:00,G26,-6279619.105165246,-10642312.81671215,17239027.414561074
Neony,GNSS,2025-03-31 12:41:30,G26,-6266339.408787962,-10724801.152045244,17205471.403374232
Neony,GNSS,2025-03-31 12:42:00,G26,-6253059.712410677,-10807289.487378336,17171915.392187383
Neony,GNSS,2025-03-31 12:42:30,G26,-6239780.016033392,-10889777.82271143,17138359.381000537
Neony,GNSS,2025-03-31 12:43:00,G26,-6226500.3196561085,-10972266.158044524,17104803.36981369
Neony,GNSS,2025-03-31 12:43:30,G26,-6213220.623278824,-11054754.493377617,17071247.358626842
Neony,GNSS,2025-03-31 12:44:00,G26,-6199940.92690154,-11137242.828710712,17037691.347439997
Neony,GNSS,2025-03-31 12:44:30,G26,-6186661.230524255,-11219731.164043803,17004135.336253148
Neony,GNSS,2025-03-31 12:45:00,G26,-6173381.53414697,-11302219.499376899,16970579.325066302
Neony,GNSS,2025-03-31 12:45:30,G26,-6161056.122573279,-11383874.798193524,16933663.13403584
Neony,GNSS,2025-03-31 12:46:00,G26,-6148730.7109995885,-11465530.097010154,16896746.94300538
Neony,GNSS,2025-03-31 12:46:30,G26,-6136405.299425898,-11547185.395826783,16859830.751974918
Neony,GNSS,2025-03-31 12:47:00,G26,-6124079.887852207,-11628840.69464341,16822914.560944457
Neony,GNSS,2025-03-31 12:47:30,G26,-6111754.476278516,-11710495.99346004,16785998.369913995
Neony,GNSS,2025-03-31 12:48:00,G26,-6099429.064704827,-11792151.29227667,16749082.178883532
Neony,GNSS,2025-03-31 12:48:30,G26,-6087103.653131137,-11873806.5910933,16712165.987853073
Neony,GNSS,2025-03-31 12:49:00,G26,-6074778.241557446,-11955461.889909929,16675249.796822611
Neony,GNSS,2025-03-31 12:49:30,G26,-6062452.829983756,-12037117.188726557,16638333.60579215
Neony,GNSS,2025-03-31 12:50:00,G26,-6050127.418410065,-12118772.487543184,16601417.414761689
Neony,GNSS,2025-03-31 12:50:30,G26,-6038652.373499293,-12199427.180810913,16561203.331800295
Neony,GNSS,2025-03-31 12:51:00,G26,-6027177.32858852,-12280081.874078639,16520989.248838898
Neony,GNSS,2025-03-31 12:51:30,G26,-6015702.283677748,-12360736.567346368,16480775.165877502
Neony,GNSS,2025-03-31 12:52:00,G26,-6004227.238766976,-12441391.260614093,16440561.082916107
Neony,GNSS,2025-03-31 12:52:30,G26,-5992752.193856204,-12522045.95388182,16400346.999954712
Neony,GNSS,2025-03-31 12:53:00,G26,-5981277.148945431,-12602700.647149546,16360132.916993316
Neony,GNSS,2025-03-31 12:53:30,G26,-5969802.104034659,-12683355.340417277,16319918.83403192
Neony,GNSS,2025-03-31 12:54:00,G26,-5958327.059123888,-12764010.033685002,16279704.751070525
Neony,GNSS,2025-03-31 12:54:30,G26,-5946852.014213116,-12844664.72695273,16239490.668109134
Neony,GNSS,2025-03-31 12:55:00,G26,-5935376.969302343,-12925319.420220455,16199276.585147735
Neony,GNSS,2025-03-31 12:00:00,G27,-21373212.17786191,3681845.2039887696,8349179.612216316
