Epoch,Satellite_ID,X,Y,Z,vX,vY,vZ
2025-03-31 12:00:00,G01,2043.517607,-16041.696012,-21066.462008,0,0,0
2025-03-31 12:00:00,G02,11392.002597,-17634.117157,-15560.621585,0,0,0
2025-03-31 12:00:00,G03,-6481.449889,-19597.618953,-16952.885525,0,0,0
2025-03-31 12:00:00,G04,-70.714475,-25563.776465,6932.95959,0,0,0
2025-03-31 12:00:00,G05,-5633.743789,14017.226424,21665.035827,0,0,0
2025-03-31 12:00:00,G06,-25452.069441,5679.618445,-5326.744915,0,0,0
2025-03-31 12:00:00,G07,-14448.01244,-10090.449267,20552.323914,0,0,0
2025-03-31 12:00:00,G08,5273.583078,-25529.763521,3422.391568,0,0,0
2025-03-31 12:00:00,G09,-8240.383793,-20038.812897,15232.981222,0,0,0
2025-03-31 12:00:00,G10,22521.332338,8639.799347,-11242.704342,0,0,0
2025-03-31 12:00:00,G11,-23130.592406,11826.914236,5414.071797,0,0,0
2025-03-31 12:00:00,G12,4146.999333,20089.250432,-17181.116517,0,0,0
2025-03-31 12:00:00,G13,-13417.80204,20224.660255,10250.58258,0,0,0
2025-03-31 12:00:00,G14,-22797.923566,-10985.815094,-8428.102418,0,0,0
2025-03-31 12:00:00,G15,-1412.190558,26292.720005,2364.857328,0,0,0
2025-03-31 12:00:00,G16,12837.138816,-8418.982894,21349.228874,0,0,0
2025-03-31 12:00:00,G17,-13743.497431,-6595.772284,-21332.684507,0,0,0
2025-03-31 12:00:00,G18,15974.626689,8309.023639,19634.072922,0,0,0
2025-03-31 12:00:00,G19,-15990.54532,3751.362814,-20908.85088,0,0,0
2025-03-31 12:00:00,G20,-17196.02181,6202.507714,19318.586455,0,0,0
2025-03-31 12:00:00,G21,15909.484374,-16956.418277,-11356.495824,0,0,0
2025-03-31 12:00:00,G22,-20926.826848,-5705.056951,-14740.991923,0,0,0
2025-03-31 12:00:00,G23,20191.97326,17289.945813,2412.099984,0,0,0
2025-03-31 12:00:00,G24,-5480.404103,18372.951737,-18695.41575,0,0,0
2025-03-31 12:00:00,G25,15632.706831,19901.425848,-8844.774485,0,0,0
2025-03-31 12:00:00,G26,20192.377915,-1991.396529,17141.60783,0,0,0
2025-03-31 12:00:00,G27,12366.344264,-18566.165859,13751.50294,0,0,0
2025-03-31 12:00:00,G28,24830.91506,-4186.114783,-8465.629246,0,0,0
2025-03-31 12:00:00,G29,5867.577815,20980.286398,15052.114049,0,0,0
2025-03-31 12:00:00,G30,-23064.095966,-1526.819483,13486.939938,0,0,0
2025-03-31 12:00:00,G31,25056.928664,-9363.602195,237.053497,0,0,0
2025-03-31 12:00:00,G32,15033.907544,895.377979,-21627.520721,0,0,0
2025-03-31 12:00:00,R01,-12054.906524,-10181.156597,20055.444819,0,0,0
2025-03-31 12:00:00,R02,-9092.572291,8050.80079,22492.19357,0,0,0
2025-03-31 12:00:00,R03,-1044.850341,22714.913469,11668.67097,0,0,0
2025-03-31 12:00:00,R04,6790.394465,24082.615281,-4951.581225,0,0,0
2025-03-31 12:00:00,R05,11213.750366,12800.136176,-18991.875354,0,0,0
2025-03-31 12:00:00,R07,934.150871,-22755.531038,-11393.950568,0,0,0
2025-03-31 12:00:00,R08,-7252.043808,-23850.054858,5400.255716,0,0,0
2025-03-31 12:00:00,R09,20258.259219,-1877.44553,15348.228265,0,0,0
2025-03-31 12:00:00,R11,-11386.400708,-13091.044687,18715.822231,0,0,0
2025-03-31 12:00:00,R12,-23898.004034,-8771.518681,1552.351372,0,0,0
2025-03-31 12:00:00,R14,-5180.890867,9998.764811,-22878.844912,0,0,0
2025-03-31 12:00:00,R15,13046.737257,13219.948725,-17462.855054,0,0,0
2025-03-31 12:00:00,R16,23891.007466,8732.519738,-1614.321881,0,0,0
2025-03-31 12:00:00,R17,-13374.378627,18490.330546,11364.354762,0,0,0
2025-03-31 12:00:00,R18,-91.185654,13101.583472,21908.318642,0,0,0
2025-03-31 12:00:00,R19,12187.905594,3088.016102,22189.860215,0,0,0
2025-03-31 12:00:00,R20,21062.838417,-12440.670722,7152.533943,0,0,0
2025-03-31 12:00:00,R21,14680.799429,-18374.279877,-9906.004696,0,0,0
2025-03-31 12:00:00,R22,-1182.000008,-12593.544984,-22124.697586,0,0,0
2025-03-31 12:00:00,R24,-20473.332078,13691.916058,-6601.619092,0,0,0
2025-03-31 12:00:00,R26,-6445.963982,-24503.189528,3094.202422,0,0,0
2025-03-31 12:00:00,R27,9576.292509,-6589.465543,-22691.823359,0,0,0
2025-03-31 12:00:00,E02,-22319.715749,-19192.607665,-3046.900309,0,0,0
2025-03-31 12:00:00,E03,-12156.706262,-15155.609959,22337.799552,0,0,0
2025-03-31 12:00:00,E04,17918.033065,-7250.407092,-22406.960814,0,0,0
2025-03-31 12:00:00,E05,626.768168,-28156.373838,9134.570845,0,0,0
2025-03-31 12:00:00,E06,16860.171165,-17391.246585,-17019.234279,0,0,0
2025-03-31 12:00:00,E07,-13251.722622,24609.544743,9728.378364,0,0,0
2025-03-31 12:00:00,E08,-17786.357042,6537.551229,22739.361364,0,0,0
2025-03-31 12:00:00,E09,13236.933861,-24612.262575,-9780.972393,0,0,0
2025-03-31 12:00:00,E10,26534.561647,-11505.682657,-6297.008404,0,0,0
2025-03-31 12:00:00,E11,19521.951327,-15812.640266,-15646.49322,0,0,0
2025-03-31 12:00:00,E12,28834.119036,-6028.65072,2748.337592,0,0,0
2025-03-31 12:00:00,E13,-19995.311431,15624.058015,15258.171145,0,0,0
2025-03-31 12:00:00,E14,-14848.32299,-16841.204976,-20858.071641,0,0,0
2025-03-31 12:00:00,E15,-28868.94572,5590.183934,-3465.722436,0,0,0
2025-03-31 12:00:00,E16,-422.690506,-20793.123204,21063.67918,0,0,0
2025-03-31 12:00:00,E18,18106.91146,-3077.541207,19807.478383,0,0,0
2025-03-31 12:00:00,E19,11124.293353,16629.655328,-21798.393358,0,0,0
2025-03-31 12:00:00,E21,9604.777044,23827.335458,-14710.390773,0,0,0
2025-03-31 12:00:00,E23,22495.666698,18967.061874,3167.636384,0,0,0
2025-03-31 12:00:00,E24,9165.274376,-14551.188223,24069.036157,0,0,0
2025-03-31 12:00:00,E25,-9182.816102,-23761.504039,15070.182273,0,0,0
